lang,QID,url,lang_href,policy_name_en,category,policy_type
hi,Q4657775,https://hi.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%AC%E0%A4%BE%E0%A4%A4_%E0%A4%B8%E0%A4%AE%E0%A4%9D%E0%A4%BE%E0%A4%A8%E0%A5%87_%E0%A4%95%E0%A5%87_%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A5%87_%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF_%E0%A4%AC%E0%A4%BE%E0%A4%A7%E0%A4%BF%E0%A4%A4_%E0%A4%A8_%E0%A4%95%E0%A4%B0%E0%A5%87%E0%A4%82,hi,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
hr,Q4657775,https://hr.wikipedia.org/wiki/Wikipedija:Ne_ometajte_rad_Wikipedije_da_biste_ne%C5%A1to_dokazali,hr,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
hu,Q4657775,https://hu.wikipedia.org/wiki/Wikip%C3%A9dia:Ne_demonstr%C3%A1lj!,hu,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
id,Q4657775,https://id.wikipedia.org/wiki/Wikipedia:Jangan_mengacau_untuk_membuktikan_sesuatu,id,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
it,Q4657775,https://it.wikipedia.org/wiki/Wikipedia:Non_danneggiare_Wikipedia_per_sostenere_una_tua_opinione,it,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ja,Q4657775,https://ja.wikipedia.org/wiki/Wikipedia:%E8%85%95%E3%81%9A%E3%81%8F%E3%81%A7%E8%A7%A3%E6%B1%BA%E3%81%97%E3%82%88%E3%81%86%E3%81%A8%E3%81%97%E3%81%AA%E3%81%84,ja,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ko,Q4657775,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EC%9E%90%EC%8B%A0%EC%9D%98_%EC%A3%BC%EC%9E%A5%EC%9D%84_%EC%9C%84%ED%95%B4_%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC%EB%A5%BC_%ED%9D%94%EB%93%A4%EC%A7%80_%EB%A7%88%EC%84%B8%EC%9A%94,ko,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
lt,Q4657775,https://lt.wikipedia.org/wiki/Vikipedija:Nepriveskite_prie_absurdo,lt,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
mk,Q4657775,https://mk.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9D%D0%B5_%D1%98%D0%B0_%D0%BD%D0%B0%D1%80%D1%83%D1%88%D1%83%D0%B2%D0%B0%D1%98%D1%82%D0%B5_%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0_%D0%B7%D0%B0_%D0%B4%D0%B0_%D0%B8%D0%BB%D1%83%D1%81%D1%82%D1%80%D0%B8%D1%80%D0%B0%D1%82%D0%B5_%D0%BF%D0%BE%D0%B5%D0%BD%D1%82%D0%B0,mk,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ms,Q4657775,https://ms.wikipedia.org/wiki/Wikipedia:Jangan_rencatkan_Wikipedia_untuk_menggambarkan_pendapat,ms,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
nl,Q4657775,https://nl.wikipedia.org/wiki/Wikipedia:Verstoor_Wikipedia_niet_om_je_standpunt_kracht_bij_te_zetten,nl,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
no,Q4657775,https://no.wikipedia.org/wiki/Wikipedia:Ikke_forstyrr_Wikipedia_for_%C3%A5_f%C3%A5_illustrert_et_poeng,no,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
pl,Q4657775,"https://pl.wikipedia.org/wiki/Wikipedia:Nie_przeszkadzaj_w_pracy_Wikipedii_tylko_po_to,_aby_co%C5%9B_udowodni%C4%87",pl,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
pt,Q4657775,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:N%C3%A3o_abuse_da_Wikip%C3%A9dia_para_provar_um_ponto_de_vista,pt,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ro,Q4657775,https://ro.wikipedia.org/wiki/Wikipedia:Nu_distruge%C8%9Bi_Wikipedia_pentru_a_v%C4%83_demonstra_punctul_de_vedere,ro,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ru,Q4657775,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B5_%D0%B4%D0%B5%D0%BB%D0%B0%D0%B9%D1%82%D0%B5_%D0%BD%D0%B0%D0%B7%D0%BB%D0%BE,ru,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
simple,Q4657775,https://simple.wikipedia.org/wiki/Wikipedia:Do_not_make_problems_to_prove_something,en-simple,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
sk,Q4657775,https://sk.wikipedia.org/wiki/Wikip%C3%A9dia:Nenaru%C5%A1ujte_Wikip%C3%A9diu_kv%C3%B4li_ilustr%C3%A1cii_tvrdenia,sk,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
sr,Q4657775,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9D%D0%B5_%D0%BE%D0%BC%D0%B5%D1%82%D0%B0%D1%98%D1%82%D0%B5_%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D1%83_%D0%B4%D0%B0_%D0%B1%D0%B8%D1%81%D1%82%D0%B5_%D0%BD%D0%B5%D1%88%D1%82%D0%BE_%D0%B4%D0%BE%D0%BA%D0%B0%D0%B7%D0%B0%D0%BB%D0%B8,sr,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
sv,Q4657775,https://sv.wikipedia.org/wiki/Wikipedia:Agera_inte_demonstrativt,sv,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
tr,Q4657775,https://tr.wikipedia.org/wiki/Vikipedi:G%C3%B6r%C3%BC%C5%9Flerinizi_a%C3%A7%C4%B1klamak_i%C3%A7in_Vikipedi%27yi_aksatmay%C4%B1n,tr,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
tt,Q4657775,https://tt.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A4%D0%B8%D0%BA%D0%B5%D1%80%D0%B5%D0%B3%D0%B5%D0%B7%D0%BD%D0%B5_%D0%B0%D2%A3%D0%BB%D0%B0%D1%82%D1%83_%D3%A9%D1%87%D0%B5%D0%BD_%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F_%D1%8D%D1%88%D1%87%D3%99%D0%BD%D0%BB%D0%B5%D0%B3%D0%B5%D0%BD%D3%99_%D0%BA%D0%B8%D1%80%D1%82%D3%99_%D1%81%D0%B0%D0%BB%D0%BC%D0%B0%D0%B3%D1%8B%D0%B7,tt,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
uk,Q4657775,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%96%D1%8F:%D0%9D%D0%B5_%D0%B4%D0%BE%D0%B2%D0%BE%D0%B4%D1%8C%D1%82%D0%B5_%D0%B4%D0%BE_%D0%B0%D0%B1%D1%81%D1%83%D1%80%D0%B4%D1%83,uk,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
vi,Q4657775,https://vi.wikipedia.org/wiki/Wikipedia:%C4%90%E1%BB%ABng_ph%C3%A1_r%E1%BB%91i_Wikipedia_nh%E1%BA%B1m_ch%E1%BB%A9ng_minh_m%E1%BB%99t_quan_%C4%91i%E1%BB%83m,vi,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
zh,Q4657775,https://zh.wikipedia.org/wiki/Wikipedia:%E4%B8%8D%E8%A6%81%E7%82%BA%E9%97%A1%E9%87%8B%E8%A7%80%E9%BB%9E%E8%80%8C%E6%93%BE%E4%BA%82%E7%B6%AD%E5%9F%BA%E7%99%BE%E7%A7%91,zh,Wikipedia:Do not disrupt Wikipedia to illustrate a point,Behavioral,Guideline
ar,Q4654415,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D9%84%D8%A7_%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D8%A7%D8%AA_%D9%82%D8%B6%D8%A7%D8%A6%D9%8A%D8%A9,ar,Wikipedia:No legal threats,Legal,Policy
arz,Q4654415,https://arz.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A7%D9%84%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D8%A7%D8%AA_%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D9%87_%D9%85%D8%B1%D9%81%D9%88%D8%B6%D9%87,arz,Wikipedia:No legal threats,Legal,Policy
azb,Q4654415,https://azb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D9%82%D8%A7%D9%86%D9%88%D9%86%DB%8C_%D9%82%D9%88%D8%B1%D8%AE%D9%88%D8%AA%D9%85%D8%A7%D9%82_%D9%82%D8%A7%D8%AF%D8%A7%D8%BA%D8%A7%D9%86%E2%80%8C%D8%AF%DB%8C%D8%B1,azb,Wikipedia:No legal threats,Legal,Policy
az,Q4654415,https://az.wikipedia.org/wiki/Vikipediya:Qanunla_t%C9%99hdid_olmaz,az,Wikipedia:No legal threats,Legal,Policy
bg,Q4654415,https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B8%D0%BA%D0%B0%D0%BA%D0%B2%D0%B8_%D0%BF%D1%80%D0%B0%D0%B2%D0%BD%D0%B8_%D0%B7%D0%B0%D0%BF%D0%BB%D0%B0%D1%85%D0%B8,bg,Wikipedia:No legal threats,Legal,Policy
bn,Q4654415,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%95%E0%A7%8B%E0%A6%A8%E0%A7%8B_%E0%A6%86%E0%A6%87%E0%A6%A8%E0%A6%BF_%E0%A6%B9%E0%A7%81%E0%A6%AE%E0%A6%95%E0%A6%BF_%E0%A6%A8%E0%A6%AF%E0%A6%BC,bn,Wikipedia:No legal threats,Legal,Policy
chr,Q4654415,https://chr.wikipedia.org/wiki/Wikipedia:NLT/ENGLISH,chr,Wikipedia:No legal threats,Legal,Policy
ckb,Q4654415,https://ckb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%D8%AF%DB%8C%D8%A7:%DA%BE%DB%95%DA%95%DB%95%D8%B4%DB%95%DB%8C_%DB%8C%D8%A7%D8%B3%D8%A7%DB%8C%DB%8C_%D9%82%DB%95%D8%AF%DB%95%D8%BA%DB%95%DB%8C%DB%95,ckb,Wikipedia:No legal threats,Legal,Policy
cs,Q4654415,https://cs.wikipedia.org/wiki/Wikipedie:Pr%C3%A1vn%C3%AD_kroky_a_pr%C3%A1vn%C3%AD_v%C3%BDhr%C5%AF%C5%BEky,cs,Wikipedia:No legal threats,Legal,Policy
da,Q4654415,https://da.wikipedia.org/wiki/Wikipedia:Juridiske_trusler,da,Wikipedia:No legal threats,Legal,Policy
de,Q4654415,https://de.wikipedia.org/wiki/Wikipedia:Keine_Drohungen_mit_rechtlichen_Schritten,de,Wikipedia:No legal threats,Legal,Policy
el,Q4654415,https://el.wikipedia.org/wiki/%CE%92%CE%B9%CE%BA%CE%B9%CF%80%CE%B1%CE%AF%CE%B4%CE%B5%CE%B9%CE%B1:%CE%8C%CF%87%CE%B9_%CE%BD%CE%BF%CE%BC%CE%B9%CE%BA%CE%AD%CF%82_%CE%B1%CF%80%CE%B5%CE%B9%CE%BB%CE%AD%CF%82,el,Wikipedia:No legal threats,Legal,Policy
en,Q4654415,https://en.wikipedia.org/wiki/Wikipedia:No_legal_threats,en,Wikipedia:No legal threats,Legal,Policy
es,Q4654415,https://es.wikipedia.org/wiki/Wikipedia:No_amenaces_con_acciones_legales,es,Wikipedia:No legal threats,Legal,Policy
fa,Q4654415,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%AA%D9%87%D8%AF%DB%8C%D8%AF_%D9%82%D8%A7%D9%86%D9%88%D9%86%DB%8C_%D9%85%D9%85%D9%86%D9%88%D8%B9,fa,Wikipedia:No legal threats,Legal,Policy
fr,Q4654415,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Pas_de_menace_de_poursuites_judiciaires,fr,Wikipedia:No legal threats,Legal,Policy
gl,Q4654415,https://gl.wikipedia.org/wiki/Wikipedia:Ameazas_legais,gl,Wikipedia:No legal threats,Legal,Policy
he,Q4654415,https://he.wikipedia.org/wiki/%D7%95%D7%99%D7%A7%D7%99%D7%A4%D7%93%D7%99%D7%94:%D7%98%D7%99%D7%A4%D7%95%D7%9C_%D7%91%D7%90%D7%99%D7%95%D7%9E%D7%99%D7%9D_%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%99%D7%9D,he,Wikipedia:No legal threats,Legal,Policy
hr,Q4654415,https://hr.wikipedia.org/wiki/Wikipedija:Bez_pravnih_prijetnji,hr,Wikipedia:No legal threats,Legal,Policy
hu,Q4654415,https://hu.wikipedia.org/wiki/Wikip%C3%A9dia:Tart%C3%B3zkodj_a_jogi_fenyeget%C3%A9sekt%C5%91l!,hu,Wikipedia:No legal threats,Legal,Policy
id,Q4654415,https://id.wikipedia.org/wiki/Wikipedia:Jangan_membuat_ancaman_hukum,id,Wikipedia:No legal threats,Legal,Policy
is,Q4654415,https://is.wikipedia.org/wiki/Wikipedia:Engar_l%C3%B6gs%C3%B3knir,is,Wikipedia:No legal threats,Legal,Policy
it,Q4654415,https://it.wikipedia.org/wiki/Wikipedia:Non_minacciare_azioni_legali,it,Wikipedia:No legal threats,Legal,Policy
ja,Q4654415,https://ja.wikipedia.org/wiki/Wikipedia:%E6%B3%95%E7%9A%84%E3%81%AA%E8%84%85%E8%BF%AB%E3%82%92%E3%81%97%E3%81%AA%E3%81%84,ja,Wikipedia:No legal threats,Legal,Policy
ko,Q4654415,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EB%B2%95%EC%A0%81_%EC%9C%84%ED%98%91_%EA%B8%88%EC%A7%80,ko,Wikipedia:No legal threats,Legal,Policy
lt,Q4654415,https://lt.wikipedia.org/wiki/Vikipedija:Grasinimas_teisin%C4%97mis_priemon%C4%97mis,lt,Wikipedia:No legal threats,Legal,Policy
mk,Q4654415,https://mk.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%91%D0%B5%D0%B7_%D0%BF%D1%80%D0%B0%D0%B2%D0%BD%D0%B8_%D0%B7%D0%B0%D0%BA%D0%B0%D0%BD%D0%B8,mk,Wikipedia:No legal threats,Legal,Policy
ml,Q4654415,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF%E0%B4%AA%E0%B5%80%E0%B4%A1%E0%B4%BF%E0%B4%AF:%E0%B4%A8%E0%B4%BF%E0%B4%AF%E0%B4%AE%E0%B4%AA%E0%B4%B0%E0%B4%AE%E0%B4%BE%E0%B4%AF_%E0%B4%AD%E0%B5%80%E0%B4%B7%E0%B4%A3%E0%B4%BF%E0%B4%95%E0%B5%BE_%E0%B4%85%E0%B4%B0%E0%B5%81%E0%B4%A4%E0%B5%8D_-_%E0%B4%95%E0%B4%B0%E0%B4%9F%E0%B5%8D,ml,Wikipedia:No legal threats,Legal,Policy
my,Q4654415,https://my.wikipedia.org/wiki/%E1%80%9D%E1%80%AE%E1%80%80%E1%80%AE%E1%80%95%E1%80%AE%E1%80%B8%E1%80%92%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8:%E1%80%A5%E1%80%95%E1%80%92%E1%80%B1%E1%80%80%E1%80%BC%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%A1%E1%80%9B_%E1%80%81%E1%80%BC%E1%80%AD%E1%80%99%E1%80%BA%E1%80%B8%E1%80%81%E1%80%BC%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%81%E1%80%BC%E1%80%84%E1%80%BA%E1%80%B8_%E1%80%99%E1%80%9B%E1%80%BE%E1%80%AD%E1%80%85%E1%80%B1%E1%80%9B,my,Wikipedia:No legal threats,Legal,Policy
nl,Q4654415,https://nl.wikipedia.org/wiki/Wikipedia:Niet_dreigen_met_juridische_actie,nl,Wikipedia:No legal threats,Legal,Policy
no,Q4654415,https://no.wikipedia.org/wiki/Wikipedia:Juridiske_trusler,no,Wikipedia:No legal threats,Legal,Policy
pt,Q4654415,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:N%C3%A3o_proferir_amea%C3%A7as_judiciais,pt,Wikipedia:No legal threats,Legal,Policy
ru,Q4654415,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B5_%D1%83%D0%B3%D1%80%D0%BE%D0%B6%D0%B0%D0%B9%D1%82%D0%B5_%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%BC_%D0%BF%D1%80%D0%B5%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%D0%BC,ru,Wikipedia:No legal threats,Legal,Policy
simple,Q4654415,https://simple.wikipedia.org/wiki/Wikipedia:No_legal_threats,en-simple,Wikipedia:No legal threats,Legal,Policy
si,Q4654415,https://si.wikipedia.org/wiki/%E0%B7%80%E0%B7%92%E0%B6%9A%E0%B7%92%E0%B6%B4%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%8F:No_legal_threats,si,Wikipedia:No legal threats,Legal,Policy
sk,Q4654415,https://sk.wikipedia.org/wiki/Wikip%C3%A9dia:%C5%BDiadne_pr%C3%A1vne_hrozby,sk,Wikipedia:No legal threats,Legal,Policy
sl,Q4654415,https://sl.wikipedia.org/wiki/Wikipedija:Brez_pravnih_gro%C5%BEenj,sl,Wikipedia:No legal threats,Legal,Policy
sr,Q4654415,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%91%D0%B5%D0%B7_%D0%BF%D1%80%D0%B0%D0%B2%D0%BD%D0%B8%D1%85_%D0%BF%D1%80%D0%B5%D1%82%D1%9A%D0%B8,sr,Wikipedia:No legal threats,Legal,Policy
sv,Q4654415,https://sv.wikipedia.org/wiki/Wikipedia:Hota_inte_med_att_st%C3%A4mma,sv,Wikipedia:No legal threats,Legal,Policy
ta,Q4654415,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%9A%E0%AE%9F%E0%AF%8D%E0%AE%9F_%E0%AE%85%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AF%81%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D_%E0%AE%95%E0%AF%82%E0%AE%9F%E0%AE%BE,ta,Wikipedia:No legal threats,Legal,Policy
te,Q4654415,https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B0%BF%E0%B0%95%E0%B1%80%E0%B0%AA%E0%B1%80%E0%B0%A1%E0%B0%BF%E0%B0%AF%E0%B0%BE:%E0%B0%9A%E0%B0%9F%E0%B1%8D%E0%B0%9F%E0%B0%AA%E0%B0%B0%E0%B0%AE%E0%B1%88%E0%B0%A8_%E0%B0%AC%E0%B1%86%E0%B0%A6%E0%B0%BF%E0%B0%B0%E0%B0%BF%E0%B0%82%E0%B0%AA%E0%B1%81%E0%B0%B2%E0%B1%81_%E0%B0%B5%E0%B0%A6%E0%B1%8D%E0%B0%A6%E0%B1%81,te,Wikipedia:No legal threats,Legal,Policy
th,Q4654415,https://th.wikipedia.org/wiki/%E0%B8%A7%E0%B8%B4%E0%B8%81%E0%B8%B4%E0%B8%9E%E0%B8%B5%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2:%E0%B8%87%E0%B8%94%E0%B8%82%E0%B8%B9%E0%B9%88%E0%B8%94%E0%B8%B3%E0%B9%80%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B8%94%E0%B8%B5,th,Wikipedia:No legal threats,Legal,Policy
tr,Q4654415,https://tr.wikipedia.org/wiki/Vikipedi:Hukuki_tehditler_yasakt%C4%B1r,tr,Wikipedia:No legal threats,Legal,Policy
ur,Q4654415,https://ur.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D9%82%D8%A7%D9%86%D9%88%D9%86%DB%8C_%D8%AF%DA%BE%D9%85%DA%A9%DB%8C%D8%A7%DA%BA_%D9%86%DB%81%DB%8C%DA%BA,ur,Wikipedia:No legal threats,Legal,Policy
vi,Q4654415,https://vi.wikipedia.org/wiki/Wikipedia:Kh%C3%B4ng_%C4%91e_d%E1%BB%8Da_can_thi%E1%BB%87p_ph%C3%A1p_l%C3%BD,vi,Wikipedia:No legal threats,Legal,Policy
zh,Q4654415,https://zh.wikipedia.org/wiki/Wikipedia:%E4%B8%8D%E8%A6%81%E8%A8%B4%E8%AB%B8%E6%B3%95%E5%BE%8B%E5%A8%81%E8%84%85,zh,Wikipedia:No legal threats,Legal,Policy
ar,Q5641607,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A5%D8%B1%D8%B4%D8%A7%D8%AF%D8%A7%D8%AA_%D8%B5%D9%81%D8%AD%D8%A9_%D8%A7%D9%84%D9%86%D9%82%D8%A7%D8%B4,ar,Wikipedia:Talk page guidelines,Behavioral,Guideline
arz,Q5641607,https://arz.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D9%82%D9%88%D8%A7%D8%B9%D8%AF_%D8%B5%D9%81%D8%AD%D8%A7%D8%AA_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85,arz,Wikipedia:Talk page guidelines,Behavioral,Guideline
azb,Q5641607,https://azb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%AF%D8%A7%D9%86%DB%8C%D8%B4%DB%8C%D9%82_%D8%B5%D9%81%D8%AD%D9%87%E2%80%8C%D8%B3%DB%8C,azb,Wikipedia:Talk page guidelines,Behavioral,Guideline
az,Q5641607,https://az.wikipedia.org/wiki/Vikipediya:M%C3%BCzakir%C9%99_s%C9%99hif%C9%99si,az,Wikipedia:Talk page guidelines,Behavioral,Guideline
bh,Q5641607,https://bh.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%AC%E0%A4%BE%E0%A4%A4%E0%A4%9A%E0%A5%80%E0%A4%A4_%E0%A4%AA%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE_%E0%A4%A6%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A6%E0%A5%87%E0%A4%B8,bh,Wikipedia:Talk page guidelines,Behavioral,Guideline
bn,Q5641607,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%86%E0%A6%B2%E0%A6%BE%E0%A6%AA_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A6%BE%E0%A6%B0_%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A7%80,bn,Wikipedia:Talk page guidelines,Behavioral,Guideline
bs,Q5641607,https://bs.wikipedia.org/wiki/Wikipedia:Smjernice_za_kori%C5%A1tenje_stranice_za_razgovor,bs,Wikipedia:Talk page guidelines,Behavioral,Guideline
ckb,Q5641607,https://ckb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%D8%AF%DB%8C%D8%A7:%DA%95%DB%8E%D8%B3%D8%A7%DA%A9%D8%A7%D9%86%DB%8C_%D9%BE%DB%95%DA%95%DB%95%DB%8C_%D9%88%D8%AA%D9%88%D9%88%DB%8E%DA%98,ckb,Wikipedia:Talk page guidelines,Behavioral,Guideline
cy,Q5641607,https://cy.wikipedia.org/wiki/Wicipedia:Canllawiau_tudalennau_sgwrs,cy,Wikipedia:Talk page guidelines,Behavioral,Guideline
de,Q5641607,https://de.wikipedia.org/wiki/Wikipedia:Diskussionsseiten,de,Wikipedia:Talk page guidelines,Behavioral,Guideline
el,Q5641607,https://el.wikipedia.org/wiki/%CE%92%CE%B9%CE%BA%CE%B9%CF%80%CE%B1%CE%AF%CE%B4%CE%B5%CE%B9%CE%B1:%CE%9F%CE%B4%CE%B7%CE%B3%CF%8C%CF%82_%CF%83%CE%B5%CE%BB%CE%AF%CE%B4%CE%B1%CF%82_%CF%83%CF%85%CE%B6%CE%AE%CF%84%CE%B7%CF%83%CE%B7%CF%82,el,Wikipedia:Talk page guidelines,Behavioral,Guideline
en,Q5641607,https://en.wikipedia.org/wiki/Wikipedia:Talk_page_guidelines,en,Wikipedia:Talk page guidelines,Behavioral,Guideline
