lang,QID,url,lang_href,policy_name_en,title,timestamp,order_within_wiki,order_across_wikis
ca,Q4663321,https://ca.wikipedia.org/wiki/Viquip%C3%A8dia:Criteris_d%27admissibilitat_(biografies),ca,Wikipedia:Notability (people),Viquipèdia:Criteris_d'admissibilitat_(biografies),2006-11-13T18:53:58Z,14,15
bg,Q4663321,https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%97%D0%BD%D0%B0%D1%87%D0%B8%D0%BC%D0%BE%D1%81%D1%82_(%D1%85%D0%BE%D1%80%D0%B0),bg,Wikipedia:Notability (people),Уикипедия:Значимост_(хора),2006-11-30T22:21:47Z,22,16
sk,Q4663321,https://sk.wikipedia.org/wiki/Wikip%C3%A9dia:V%C3%BDznamnos%C5%A5_(%C4%BEudia),sk,Wikipedia:Notability (people),Wikipédia:Významnosť_(ľudia),2007-01-06T13:59:57Z,12,17
pt,Q4663321,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Crit%C3%A9rios_de_notoriedade/Biografias,pt,Wikipedia:Notability (people),Wikipédia:Critérios_de_notoriedade/Biografias,2007-01-23T10:30:57Z,33,18
sr,Q4663321,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%97%D0%BD%D0%B0%D1%87%D0%B0%D1%98_(%D1%99%D1%83%D0%B4%D0%B8),sr,Wikipedia:Notability (people),Википедија:Значај_(људи),2007-02-02T07:01:36Z,30,19
fa,Q4663321,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%B3%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C_(%D8%A7%D9%81%D8%B1%D8%A7%D8%AF),fa,Wikipedia:Notability (people),ویکی‌پدیا:سرشناسی_(افراد),2007-02-06T09:46:00Z,21,20
da,Q4663321,https://da.wikipedia.org/wiki/Wikipedia:Kriterier_for_biografier,da,Wikipedia:Notability (people),Wikipedia:Kriterier_for_biografier,2007-10-29T22:19:30Z,16,21
ja,Q4663321,https://ja.wikipedia.org/wiki/Wikipedia:%E7%89%B9%E7%AD%86%E6%80%A7_(%E4%BA%BA%E7%89%A9),ja,Wikipedia:Notability (people),Wikipedia:特筆性_(人物),2007-12-30T05:15:10Z,48,22
th,Q4663321,https://th.wikipedia.org/wiki/%E0%B8%A7%E0%B8%B4%E0%B8%81%E0%B8%B4%E0%B8%9E%E0%B8%B5%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2:%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B9%82%E0%B8%94%E0%B8%94%E0%B9%80%E0%B8%94%E0%B9%88%E0%B8%99_(%E0%B8%9A%E0%B8%B8%E0%B8%84%E0%B8%84%E0%B8%A5),th,Wikipedia:Notability (people),วิกิพีเดีย:ความโดดเด่น_(บุคคล),2008-08-25T17:13:55Z,24,23
bn,Q4663321,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A7%87%E0%A6%96%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A7%8D%E0%A6%AF%E0%A6%A4%E0%A6%BE_(%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF),bn,Wikipedia:Notability (people),উইকিপিডিয়া:উল্লেখযোগ্যতা_(ব্যক্তি),2008-10-22T11:09:16Z,15,24
vi,Q4663321,https://vi.wikipedia.org/wiki/Wikipedia:%C4%90%E1%BB%99_n%E1%BB%95i_b%E1%BA%ADt_(ng%C6%B0%E1%BB%9Di),vi,Wikipedia:Notability (people),Wikipedia:Độ_nổi_bật_(người),2008-11-22T20:21:29Z,38,25
ko,Q4663321,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EB%AC%B8%EC%84%9C_%EB%93%B1%EC%9E%AC_%EA%B8%B0%EC%A4%80_(%EC%9D%B8%EB%AC%BC),ko,Wikipedia:Notability (people),위키백과:문서_등재_기준_(인물),2008-12-31T08:25:11Z,30,26
az,Q4663321,https://az.wikipedia.org/wiki/Vikipediya:Ensiklopedik_%C9%99h%C9%99miyy%C9%99tlilik_(%C5%9F%C9%99xsl%C9%99r),az,Wikipedia:Notability (people),Vikipediya:Ensiklopedik_əhəmiyyətlilik_(şəxslər),2009-11-05T20:55:03Z,20,27
es,Q4663321,https://es.wikipedia.org/wiki/Wikipedia:Criterio_de_relevancia_en_art%C3%ADculos_biogr%C3%A1ficos,es,Wikipedia:Notability (people),Wikipedia:Criterio_de_relevancia_en_artículos_biográficos,2010-08-24T17:21:04Z,48,28
simple,Q4663321,https://simple.wikipedia.org/wiki/Wikipedia:Notability_(people),en-simple,Wikipedia:Notability (people),Wikipedia:Notability_(people),2011-07-15T14:47:41Z,40,29
ml,Q4663321,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF%E0%B4%AA%E0%B5%80%E0%B4%A1%E0%B4%BF%E0%B4%AF:%E0%B4%B6%E0%B5%8D%E0%B4%B0%E0%B4%A6%E0%B5%8D%E0%B4%A7%E0%B5%87%E0%B4%AF%E0%B4%A4_(%E0%B4%B5%E0%B5%8D%E0%B4%AF%E0%B4%95%E0%B5%8D%E0%B4%A4%E0%B4%BF%E0%B4%95%E0%B5%BE),ml,Wikipedia:Notability (people),വിക്കിപീഡിയ:ശ്രദ്ധേയത_(വ്യക്തികൾ),2011-11-30T11:38:17Z,32,30
or,Q4663321,https://or.wikipedia.org/wiki/%E0%AC%89%E0%AC%87%E0%AC%95%E0%AC%BF%E0%AC%AA%E0%AC%BF%E0%AC%A1%E0%AC%BC%E0%AC%BF%E0%AC%86:Notability_(people),or,Wikipedia:Notability (people),ଉଇକିପିଡ଼ିଆ:Notability_(people),2011-12-11T10:18:45Z,11,31
si,Q4663321,https://si.wikipedia.org/wiki/%E0%B7%80%E0%B7%92%E0%B6%9A%E0%B7%92%E0%B6%B4%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%8F:%E0%B7%83%E0%B6%82%E0%B6%9C%E0%B6%AB%E0%B7%8A%E2%80%8D%E0%B6%BA%E0%B6%AD%E0%B7%8A%E0%B7%80%E0%B6%BA_(%E0%B6%B4%E0%B7%94%E0%B6%AF%E0%B7%8A%E0%B6%9C%E0%B6%BD%E0%B6%BA%E0%B7%9D),si,Wikipedia:Notability (people),විකිපීඩියා:සංගණ්‍යත්වය_(පුද්ගලයෝ),2012-04-10T01:50:44Z,34,32
uz,Q4663321,https://uz.wikipedia.org/wiki/Vikipediya:Ensiklopedik_ahamiyat_(kishilar),uz,Wikipedia:Notability (people),Vikipediya:Ensiklopedik_ahamiyat_(kishilar),2012-08-15T10:54:56Z,8,33
fr,Q4663321,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Notori%C3%A9t%C3%A9_des_personnes,fr,Wikipedia:Notability (people),Wikipédia:Notoriété_des_personnes,2012-08-30T16:28:26Z,53,34
sah,Q4663321,https://sah.wikipedia.org/wiki/%D0%91%D0%B8%D0%BA%D0%B8%D0%BF%D0%B8%D1%8D%D0%B4%D1%8C%D0%B8%D0%B9%D1%8D:%D0%94%D1%8C%D0%BE%D0%BD_%D1%81%D1%83%D0%BE%D0%BB%D1%82%D0%B0%D1%82%D1%8B%D0%BD_%D0%BA%D0%B8%D1%80%D0%B8%D1%82%D0%B8%D1%8D%D1%80%D0%B8%D0%B9%D0%B4%D1%8D%D1%80%D1%8D,sah,Wikipedia:Notability (people),Бикипиэдьийэ:Дьон_суолтатын_киритиэрийдэрэ,2013-07-21T04:30:57Z,12,35
ta,Q4663321,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%95%E0%AF%81%E0%AE%B1%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%BF%E0%AE%9F%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%B5%E0%AE%B0%E0%AF%8D,ta,Wikipedia:Notability (people),விக்கிப்பீடியா:குறிப்பிடத்தக்கவர்,2014-05-01T18:10:44Z,23,36
gu,Q4663321,https://gu.wikipedia.org/wiki/%E0%AA%B5%E0%AA%BF%E0%AA%95%E0%AA%BF%E0%AA%AA%E0%AB%80%E0%AA%A1%E0%AA%BF%E0%AA%AF%E0%AA%BE:%E0%AA%A8%E0%AB%8B%E0%AA%82%E0%AA%A7%E0%AA%A8%E0%AB%80%E0%AA%AF%E0%AA%A4%E0%AA%BE_(%E0%AA%B5%E0%AB%8D%E0%AA%AF%E0%AA%95%E0%AB%8D%E0%AA%A4%E0%AA%BF_%E0%AA%95%E0%AB%87_%E0%AA%B2%E0%AB%8B%E0%AA%95%E0%AB%8B),gu,Wikipedia:Notability (people),વિકિપીડિયા:નોંધનીયતા_(વ્યક્તિ_કે_લોકો),2014-12-11T11:20:06Z,12,37
be-tarask,Q4663321,https://be-tarask.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D1%8D%D0%B4%D1%8B%D1%8F:%D0%97%D0%BD%D0%B0%D1%87%D0%BD%D0%B0%D1%81%D1%8C%D1%86%D1%8C_%D0%B0%D1%81%D0%BE%D0%B1%D0%B0%D1%9E,be-tarask,Wikipedia:Notability (people),Вікіпэдыя:Значнасьць_асобаў,2015-02-09T15:09:21Z,10,38
hy,Q4663321,https://hy.wikipedia.org/wiki/%D5%8E%D5%AB%D6%84%D5%AB%D5%BA%D5%A5%D5%A4%D5%AB%D5%A1:%D5%86%D5%B7%D5%A1%D5%B6%D5%A1%D5%AF%D5%A1%D5%AC%D5%AB%D5%B8%D6%82%D5%A9%D5%B5%D5%B8%D6%82%D5%B6_(%D5%B4%D5%A1%D6%80%D5%A4%D5%AB%D5%AF),hy,Wikipedia:Notability (people),Վիքիպեդիա:Նշանակալիություն_(մարդիկ),2015-07-29T10:46:51Z,18,39
tg,Q4663321,https://tg.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D0%B0:%D0%A1%D0%B0%D1%80%D1%88%D0%B8%D0%BD%D0%BE%D1%81%D3%A3_(%D0%B0%D1%84%D1%80%D0%BE%D0%B4),tg,Wikipedia:Notability (people),Википедиа:Саршиносӣ_(афрод),2016-04-14T11:27:03Z,17,40
hi,Q4663321,https://hi.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%89%E0%A4%B2%E0%A5%8D%E0%A4%B2%E0%A5%87%E0%A4%96%E0%A4%A8%E0%A5%80%E0%A4%AF%E0%A4%A4%E0%A4%BE_(%E0%A4%B2%E0%A5%8B%E0%A4%97),hi,Wikipedia:Notability (people),विकिपीडिया:उल्लेखनीयता_(लोग),2016-12-30T20:23:31Z,25,41
be,Q4663321,https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%8B%D1%8F:%D0%97%D0%BD%D0%B0%D1%87%D0%BD%D0%B0%D1%81%D1%86%D1%8C_%D0%B0%D1%81%D0%BE%D0%B1,be,Wikipedia:Notability (people),Вікіпедыя:Значнасць_асоб,2018-04-06T08:39:33Z,18,42
ba,Q4663321,https://ba.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9F%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D0%B8%D0%B9%D2%99%D0%B0%D1%80%D2%99%D1%8B%D2%A3_%D3%99%D2%BB%D3%99%D0%BC%D0%B8%D3%99%D1%82%D0%BB%D0%B5%D0%BB%D0%B5%D0%B3%D0%B5_%D0%BA%D1%80%D0%B8%D1%82%D0%B5%D1%80%D0%B8%D0%B9%D2%99%D0%B0%D1%80%D1%8B,ba,Wikipedia:Notability (people),Википедия:Персоналийҙарҙың_әһәмиәтлелеге_критерийҙары,2018-07-08T13:12:08Z,9,43
ce,Q4663321,https://ce.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8:%D0%90%D0%B4%D0%B0%D0%BC%D0%B8%D0%B9%D0%BD_%D0%BB%D0%B0%D1%80%D0%B0%D0%BC%D0%B0%D0%BD_%D0%BA%D1%80%D0%B8%D1%82%D0%B5%D1%80%D0%B5%D1%88,ce,Wikipedia:Notability (people),Википеди:Адамийн_лараман_критереш,2019-02-20T10:09:21Z,13,44
my,Q4663321,https://my.wikipedia.org/wiki/%E1%80%9D%E1%80%AE%E1%80%80%E1%80%AE%E1%80%95%E1%80%AE%E1%80%B8%E1%80%92%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8:%E1%80%91%E1%80%84%E1%80%BA%E1%80%9B%E1%80%BE%E1%80%AC%E1%80%B8%E1%80%A1%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%95%E1%80%AB%E1%80%99%E1%80%BE%E1%80%AF_(%E1%80%9C%E1%80%B0%E1%80%95%E1%80%AF%E1%80%82%E1%80%B9%E1%80%82%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%BA%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8),my,Wikipedia:Notability (people),ဝီကီပီးဒီးယား:ထင်ရှားအရေးပါမှု_(လူပုဂ္ဂိုလ်များ),2019-08-21T04:49:01Z,13,45
arz,Q4663321,https://arz.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D9%85%D9%84%D8%AD%D9%88%D8%B8%D9%8A%D9%87_%D8%A7%D9%84%D8%A7%D8%B4%D8%AE%D8%A7%D8%B5,arz,Wikipedia:Notability (people),ويكيبيديا:ملحوظيه_الاشخاص,2020-08-19T06:32:09Z,14,46
te,Q4663321,https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B0%BF%E0%B0%95%E0%B1%80%E0%B0%AA%E0%B1%80%E0%B0%A1%E0%B0%BF%E0%B0%AF%E0%B0%BE:%E0%B0%B5%E0%B0%BF%E0%B0%B7%E0%B0%AF_%E0%B0%AA%E0%B1%8D%E0%B0%B0%E0%B0%BE%E0%B0%AE%E0%B1%81%E0%B0%96%E0%B1%8D%E0%B0%AF%E0%B0%A4_(%E0%B0%B5%E0%B1%8D%E0%B0%AF%E0%B0%95%E0%B1%8D%E0%B0%A4%E0%B1%81%E0%B0%B2%E0%B1%81),te,Wikipedia:Notability (people),వికీపీడియా:విషయ_ప్రాముఖ్యత_(వ్యక్తులు),2021-06-10T11:42:09Z,36,47
as,Q4663321,https://as.wikipedia.org/wiki/%E0%A7%B1%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A7%87%E0%A6%96%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A7%8D%E0%A6%AF%E0%A6%A4%E0%A6%BE_(%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF),as,Wikipedia:Notability (people),ৱিকিপিডিয়া:উল্লেখযোগ্যতা_(ব্যক্তি),2021-06-15T15:45:05Z,30,48
azb,Q4663321,https://azb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%A2%D8%AF%D9%84%DB%8C%D9%85%D9%84%DB%8C%D9%82_(%D8%B4%D8%AE%D8%B5%D9%84%D8%B1),azb,Wikipedia:Notability (people),ویکی‌پدیا:آدلیملیق_(شخصلر),2021-08-25T09:35:10Z,40,49
mzn,Q4663321,https://mzn.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%A2%D8%AF%D9%85%D9%88%D9%86_%D8%AC%D8%A7%D8%AF%DA%A9%D8%AA_%D8%A8%DB%8C%E2%80%8C%DB%8C%D9%86,mzn,Wikipedia:Notability (people),ویکی‌پدیا:آدمون_جادکت_بی‌ین,2022-01-30T13:34:25Z,7,50
ka,Q4663321,https://ka.wikipedia.org/wiki/%E1%83%95%E1%83%98%E1%83%99%E1%83%98%E1%83%9E%E1%83%94%E1%83%93%E1%83%98%E1%83%90:%E1%83%91%E1%83%98%E1%83%9D%E1%83%92%E1%83%A0%E1%83%90%E1%83%A4%E1%83%98%E1%83%98%E1%83%A1_%E1%83%94%E1%83%9C%E1%83%AA%E1%83%98%E1%83%99%E1%83%9A%E1%83%9D%E1%83%9E%E1%83%94%E1%83%93%E1%83%98%E1%83%A3%E1%83%A0%E1%83%98_%E1%83%9B%E1%83%9C%E1%83%98%E1%83%A8%E1%83%95%E1%83%9C%E1%83%94%E1%83%9A%E1%83%9D%E1%83%91%E1%83%90,ka,Wikipedia:Notability (people),ვიკიპედია:ბიოგრაფიის_ენციკლოპედიური_მნიშვნელობა,2022-03-18T15:54:51Z,31,51
lt,Q4663321,https://lt.wikipedia.org/wiki/Vikipedija:Reik%C5%A1mingumas_(biografiniai_straipsniai),lt,Wikipedia:Notability (people),Vikipedija:Reikšmingumas_(biografiniai_straipsniai),2022-11-01T13:44:55Z,28,52
en,Q4663356,https://en.wikipedia.org/wiki/Wikipedia:Assume_good_faith,en,Wikipedia:Assume good faith,Wikipedia:Assume_good_faith,2004-03-03T22:44:27Z,41,0
da,Q4663356,"https://da.wikipedia.org/wiki/Wikipedia:Antag,_at_andre_er_i_god_tro",da,Wikipedia:Assume good faith,"Wikipedia:Antag,_at_andre_er_i_god_tro",2004-11-29T10:50:47Z,5,1
bg,Q4663356,https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9F%D1%80%D0%B8%D0%BB%D0%B0%D0%B3%D0%B0%D0%B9%D1%82%D0%B5_%D0%BF%D1%80%D0%B5%D0%B7%D1%83%D0%BC%D0%BF%D1%86%D0%B8%D1%8F%D1%82%D0%B0_%D0%B7%D0%B0_%D0%B4%D0%BE%D0%B1%D1%80%D0%BE%D0%BD%D0%B0%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%BE%D1%81%D1%82,bg,Wikipedia:Assume good faith,Уикипедия:Прилагайте_презумпцията_за_добронамереност,2005-03-24T09:49:32Z,16,2
sv,Q4663356,https://sv.wikipedia.org/wiki/Wikipedia:F%C3%B6ruts%C3%A4tt_att_andra_har_goda_avsikter,sv,Wikipedia:Assume good faith,Wikipedia:Förutsätt_att_andra_har_goda_avsikter,2005-04-06T12:21:25Z,16,3
hu,Q4663356,https://hu.wikipedia.org/wiki/Wikip%C3%A9dia:Felt%C3%A9telezz_j%C3%B3indulatot!,hu,Wikipedia:Assume good faith,Wikipédia:Feltételezz_jóindulatot!,2005-07-05T21:24:51Z,24,4
sr,Q4663356,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9F%D1%80%D0%B5%D1%82%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%B8%D1%82%D0%B5_%D0%B4%D0%BE%D0%B1%D1%80%D1%83_%D0%BD%D0%B0%D0%BC%D0%B5%D1%80%D1%83,sr,Wikipedia:Assume good faith,Википедија:Претпоставите_добру_намеру,2005-07-19T10:03:53Z,10,5
es,Q4663356,https://es.wikipedia.org/wiki/Wikipedia:Presume_buena_fe,es,Wikipedia:Assume good faith,Wikipedia:Presume_buena_fe,2005-07-23T12:07:13Z,13,6
de,Q4663356,https://de.wikipedia.org/wiki/Wikipedia:Geh_von_guten_Absichten_aus,de,Wikipedia:Assume good faith,Wikipedia:Geh_von_guten_Absichten_aus,2005-07-29T01:50:31Z,23,7
zh,Q4663356,https://zh.wikipedia.org/wiki/Wikipedia:%E5%81%87%E5%AE%9A%E5%96%84%E6%84%8F,zh,Wikipedia:Assume good faith,Wikipedia:假定善意,2005-07-31T09:47:12Z,25,8
it,Q4663356,https://it.wikipedia.org/wiki/Wikipedia:Presumi_la_buona_fede,it,Wikipedia:Assume good faith,Wikipedia:Presumi_la_buona_fede,2005-08-24T15:26:06Z,22,9
ta,Q4663356,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%A8%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AF%86%E0%AE%A3%E0%AF%8D%E0%AE%A3_%E0%AE%A8%E0%AE%AE%E0%AF%8D%E0%AE%AA%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%88,ta,Wikipedia:Assume good faith,விக்கிப்பீடியா:நல்லெண்ண_நம்பிக்கை,2005-09-12T09:37:54Z,8,10
sk,Q4663356,https://sk.wikipedia.org/wiki/Wikip%C3%A9dia:Predpokladajte_dobr%C3%A9_%C3%BAmysly,sk,Wikipedia:Assume good faith,Wikipédia:Predpokladajte_dobré_úmysly,2005-10-09T17:32:02Z,7,11
ia,Q4663356,https://ia.wikipedia.org/wiki/Wikipedia:Presume_bon_fide,ia,Wikipedia:Assume good faith,Wikipedia:Presume_bon_fide,2005-10-13T02:06:23Z,5,12
fa,Q4663356,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D9%81%D8%B1%D8%B6_%D8%AD%D8%B3%D9%86_%D9%86%DB%8C%D8%AA,fa,Wikipedia:Assume good faith,ویکی‌پدیا:فرض_حسن_نیت,2005-12-25T13:38:15Z,6,13
pt,Q4663356,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Presumir_a_boa-f%C3%A9,pt,Wikipedia:Assume good faith,Wikipédia:Presumir_a_boa-fé,2005-12-30T21:09:54Z,18,14
ru,Q4663356,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9F%D1%80%D0%B5%D0%B4%D0%BF%D0%BE%D0%BB%D0%B0%D0%B3%D0%B0%D0%B9%D1%82%D0%B5_%D0%B4%D0%BE%D0%B1%D1%80%D1%8B%D0%B5_%D0%BD%D0%B0%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F,ru,Wikipedia:Assume good faith,Википедия:Предполагайте_добрые_намерения,2006-02-28T09:52:56Z,13,15
bn,Q4663356,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%86%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE_%E0%A6%B0%E0%A6%BE%E0%A6%96%E0%A7%81%E0%A6%A8,bn,Wikipedia:Assume good faith,উইকিপিডিয়া:আস্থা_রাখুন,2006-04-06T07:10:51Z,7,16
ja,Q4663356,https://ja.wikipedia.org/wiki/Wikipedia:%E5%96%84%E6%84%8F%E3%81%AB%E3%81%A8%E3%82%8B,ja,Wikipedia:Assume good faith,Wikipedia:善意にとる,2006-05-07T22:40:43Z,35,17
no,Q4663356,https://no.wikipedia.org/wiki/Wikipedia:Ta_ting_i_beste_mening,no,Wikipedia:Assume good faith,Wikipedia:Ta_ting_i_beste_mening,2006-05-10T13:25:23Z,11,18
nl,Q4663356,https://nl.wikipedia.org/wiki/Wikipedia:Ga_uit_van_goede_wil,nl,Wikipedia:Assume good faith,Wikipedia:Ga_uit_van_goede_wil,2006-05-23T22:02:21Z,18,19
tr,Q4663356,https://tr.wikipedia.org/wiki/Vikipedi:%C4%B0yi_niyet_varsay%C4%B1n,tr,Wikipedia:Assume good faith,Vikipedi:İyi_niyet_varsayın,2006-05-30T13:42:27Z,24,20
ms,Q4663356,https://ms.wikipedia.org/wiki/Wikipedia:Anggaplah_niat_baik,ms,Wikipedia:Assume good faith,Wikipedia:Anggaplah_niat_baik,2006-06-11T15:54:33Z,20,21
vi,Q4663356,https://vi.wikipedia.org/wiki/Wikipedia:Gi%E1%BB%AF_thi%E1%BB%87n_%C3%BD,vi,Wikipedia:Assume good faith,Wikipedia:Giữ_thiện_ý,2006-07-01T12:05:30Z,14,22
cs,Q4663356,https://cs.wikipedia.org/wiki/Wikipedie:P%C5%99edpokl%C3%A1dejte_dobrou_v%C5%AFli,cs,Wikipedia:Assume good faith,Wikipedie:Předpokládejte_dobrou_vůli,2006-07-14T15:06:02Z,25,23
ro,Q4663356,https://ro.wikipedia.org/wiki/Wikipedia:Buna_credin%C8%9B%C4%83,ro,Wikipedia:Assume good faith,Wikipedia:Buna_credință,2006-08-26T12:27:35Z,20,24
ar,Q4663356,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A7%D9%81%D8%AA%D8%B1%D8%B6_%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D9%86%D9%8A%D8%A9,ar,Wikipedia:Assume good faith,ويكيبيديا:افترض_حسن_النية,2006-09-13T07:25:55Z,18,25
simple,Q4663356,https://simple.wikipedia.org/wiki/Wikipedia:Assume_good_faith,en-simple,Wikipedia:Assume good faith,Wikipedia:Assume_good_faith,2006-09-30T03:50:49Z,13,26
fr,Q4663356,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Supposez_la_bonne_foi,fr,Wikipedia:Assume good faith,Wikipédia:Supposez_la_bonne_foi,2006-10-09T20:55:13Z,33,27
ml,Q4663356,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF%E0%B4%AA%E0%B5%80%E0%B4%A1%E0%B4%BF%E0%B4%AF:%E0%B4%B6%E0%B5%81%E0%B4%AD%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%A4%E0%B5%80%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%AF%E0%B5%8B%E0%B4%9F%E0%B5%86_%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%B5%E0%B5%BC%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%81%E0%B4%95,ml,Wikipedia:Assume good faith,വിക്കിപീഡിയ:ശുഭപ്രതീക്ഷയോടെ_പ്രവർത്തിക്കുക,2006-10-29T09:07:34Z,4,28
